# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	636652	640419	+							G7066_RS02955	3768		old_locus_tag=G7066_02960
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	636652	640419	+	WP_166328907.1	WP_166328907.1		Ig-like domain-containing protein			G7066_RS02955	3768	1255	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	640416	641858	+							G7066_RS02960	1443		old_locus_tag=G7066_02965
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	640416	641858	+	WP_166328909.1	WP_166328909.1		S-layer homology domain-containing protein			G7066_RS02960	1443	480	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	641986	642378	+							G7066_RS02965	393		old_locus_tag=G7066_02970
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	641986	642378	+	WP_166328911.1	WP_166328911.1		hypothetical protein			G7066_RS02965	393	130	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	642633	643949	-							G7066_RS02970	1317		old_locus_tag=G7066_02975
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	642633	643949	-	WP_166328913.1	WP_166328913.1		MFS transporter			G7066_RS02970	1317	438	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	643961	645397	-							G7066_RS02975	1437		old_locus_tag=G7066_02980
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	643961	645397	-	WP_166328915.1	WP_166328915.1		FGGY-family carbohydrate kinase			G7066_RS02975	1437	478	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	645419	646207	-							G7066_RS02980	789		old_locus_tag=G7066_02985
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	645419	646207	-	WP_166328917.1	WP_166328917.1		SDR family oxidoreductase			G7066_RS02980	789	262	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	646309	647772	-							G7066_RS02985	1464		old_locus_tag=G7066_02990
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	646309	647772	-	WP_244303227.1	WP_244303227.1		FAD-binding oxidoreductase			G7066_RS02985	1464	487	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	647968	648597	-							G7066_RS02990	630		old_locus_tag=G7066_02995
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	647968	648597	-	WP_205881513.1	WP_205881513.1		glycerol-3-phosphate responsive antiterminator			G7066_RS02990	630	209	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	648700	649614	+							G7066_RS02995	915		old_locus_tag=G7066_03000
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	648700	649614	+	WP_205881514.1	WP_205881514.1		SDR family oxidoreductase			G7066_RS02995	915	304	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	649748	650737	-							G7066_RS03000	990		old_locus_tag=G7066_03005
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	649748	650737	-	WP_166328919.1	WP_166328919.1		LLM class flavin-dependent oxidoreductase			G7066_RS03000	990	329	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	650794	652176	-							G7066_RS03005	1383		old_locus_tag=G7066_03010
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	650794	652176	-	WP_166328921.1	WP_166328921.1		MHS family MFS transporter			G7066_RS03005	1383	460	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	653323	655620	+							G7066_RS03010	2298		old_locus_tag=G7066_03015
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	653323	655620	+	WP_166328923.1	WP_166328923.1		DUF11 domain-containing protein			G7066_RS03010	2298	765	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	655758	657524	-							G7066_RS03015	1767		old_locus_tag=G7066_03020
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	655758	657524	-	WP_166328925.1	WP_166328925.1		ATP-grasp domain-containing protein			G7066_RS03015	1767	588	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	657786	660806	+							G7066_RS03020	3021		old_locus_tag=G7066_03025
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	657786	660806	+	WP_166328927.1	WP_166328927.1		hypothetical protein			G7066_RS03020	3021	1006	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	660836	665386	+							G7066_RS03025	4551		old_locus_tag=G7066_03030
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	660836	665386	+	WP_166328929.1	WP_166328929.1		DUF5979 domain-containing protein			G7066_RS03025	4551	1516	
gene	tRNA	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	665477	665553	+							G7066_RS03030	77		old_locus_tag=G7066_03035
tRNA		GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	665477	665553	+				tRNA-Ile			G7066_RS03030	77		anticodon=CAT
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	665735	667153	-							G7066_RS03035	1419		old_locus_tag=G7066_03040
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	665735	667153	-	WP_166328931.1	WP_166328931.1		MBL fold metallo-hydrolase			G7066_RS03035	1419	472	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	667350	667715	-					trxA		G7066_RS03040	366		old_locus_tag=G7066_03045
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	667350	667715	-	WP_166328933.1	WP_166328933.1		thioredoxin	trxA		G7066_RS03040	366	121	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	667735	667920	-							G7066_RS15585	186		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	667735	667920	-	WP_244303228.1	WP_244303228.1		hypothetical protein			G7066_RS15585	186	61	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	668339	669028	+							G7066_RS03045	690		old_locus_tag=G7066_03050
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	668339	669028	+	WP_166328935.1	WP_166328935.1		ABC transporter ATP-binding protein			G7066_RS03045	690	229	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	669025	670134	+							G7066_RS03050	1110		old_locus_tag=G7066_03055
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	669025	670134	+	WP_166328937.1	WP_166328937.1		ABC transporter permease			G7066_RS03050	1110	369	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	670412	670864	+							G7066_RS03060	453		old_locus_tag=G7066_03065
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	670412	670864	+	WP_166331880.1	WP_166331880.1		MaoC family dehydratase N-terminal domain-containing protein			G7066_RS03060	453	150	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	670861	671291	+							G7066_RS03065	431		pseudo;old_locus_tag=G7066_03070
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	670861	671291	+				MaoC family dehydratase			G7066_RS03065	431		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	671354	672445	+							G7066_RS03070	1092		old_locus_tag=G7066_03075
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	671354	672445	+	WP_166331881.1	WP_166331881.1		UDP-N-acetylmuramate dehydrogenase			G7066_RS03070	1092	363	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	672473	673174	+							G7066_RS03075	702		old_locus_tag=G7066_03080
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	672473	673174	+	WP_244303229.1	WP_244303229.1		DUF2520 domain-containing protein			G7066_RS03075	702	233	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	673171	674033	+					panC		G7066_RS03080	863		pseudo;old_locus_tag=G7066_03085
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	673171	674033	+				pantoate--beta-alanine ligase	panC		G7066_RS03080	863		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	674035	674886	+					panB		G7066_RS03085	852		old_locus_tag=G7066_03090
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	674035	674886	+	WP_166328939.1	WP_166328939.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		G7066_RS03085	852	283	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	674918	676308	-							G7066_RS03090	1391		pseudo;old_locus_tag=G7066_03095
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	674918	676308	-				aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			G7066_RS03090	1391		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	676401	676574	+							G7066_RS15590	174		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	676401	676574	+	WP_244303230.1	WP_244303230.1		hypothetical protein			G7066_RS15590	174	57	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	676600	677175	-							G7066_RS15595	576		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	676600	677175	-	WP_244303231.1	WP_244303231.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			G7066_RS15595	576	191	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	677090	677548	-							G7066_RS15600	459		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	677090	677548	-	WP_244303232.1	WP_244303232.1		hypothetical protein			G7066_RS15600	459	152	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	677669	678385	-							G7066_RS03100	717		old_locus_tag=G7066_03105
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	677669	678385	-	WP_166328941.1	WP_166328941.1		YceI family protein			G7066_RS03100	717	238	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	678641	679120	-							G7066_RS03105	480		old_locus_tag=G7066_03110
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	678641	679120	-	WP_244303233.1	WP_244303233.1		hypothetical protein			G7066_RS03105	480	159	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	679194	680264	+							G7066_RS15605	1071		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	679194	680264	+	WP_244303234.1	WP_244303234.1		HD domain-containing protein			G7066_RS15605	1071	356	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	680177	680857	+							G7066_RS15610	681		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	680177	680857	+	WP_244303235.1	WP_244303235.1		hypothetical protein			G7066_RS15610	681	226	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	680850	681491	+							G7066_RS03115	642		old_locus_tag=G7066_03120
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	680850	681491	+	WP_166328943.1	WP_166328943.1		class II aldolase/adducin family protein			G7066_RS03115	642	213	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	681495	681893	-							G7066_RS15615	399		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	681495	681893	-	WP_244303236.1	WP_244303236.1		CoA pyrophosphatase			G7066_RS15615	399	132	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	681890	682180	-							G7066_RS15620	291		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	681890	682180	-	WP_244303237.1	WP_244303237.1		hypothetical protein			G7066_RS15620	291	96	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	682243	682518	-							G7066_RS03125	276		old_locus_tag=G7066_03130
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	682243	682518	-	WP_166328945.1	WP_166328945.1		hypothetical protein			G7066_RS03125	276	91	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	682563	684139	-							G7066_RS03130	1577		pseudo;old_locus_tag=G7066_03135
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	682563	684139	-				acyl-CoA carboxylase subunit beta			G7066_RS03130	1577		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	684446	685150	+							G7066_RS03135	705		old_locus_tag=G7066_03140
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	684446	685150	+	WP_244303435.1	WP_244303435.1		biotin--[acetyl-CoA-carboxylase] ligase			G7066_RS03135	705	234	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	685195	686612	-							G7066_RS03140	1418		pseudo;old_locus_tag=G7066_03145
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	685195	686612	-				APC family permease			G7066_RS03140	1418		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	686651	688279	-							G7066_RS03145	1629		old_locus_tag=G7066_03150
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	686651	688279	-	WP_166328947.1	WP_166328947.1		amidohydrolase			G7066_RS03145	1629	542	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	688489	689109	+							G7066_RS03150	621		old_locus_tag=G7066_03155
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	688489	689109	+	WP_166328949.1	WP_166328949.1		TetR/AcrR family transcriptional regulator C-terminal domain-containing protein			G7066_RS03150	621	206	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	689188	690081	-					purU		G7066_RS03155	894		old_locus_tag=G7066_03160
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	689188	690081	-	WP_205881515.1	WP_205881515.1		formyltetrahydrofolate deformylase	purU		G7066_RS03155	894	297	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	690164	690790	-							G7066_RS03160	627		old_locus_tag=G7066_03165
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	690164	690790	-	WP_166328951.1	WP_166328951.1		signal peptidase I			G7066_RS03160	627	208	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	690783	691568	-							G7066_RS03165	786		old_locus_tag=G7066_03170
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	690783	691568	-	WP_166328952.1	WP_166328952.1		hypothetical protein			G7066_RS03165	786	261	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	691580	691795	-							G7066_RS03170	216		old_locus_tag=G7066_03175
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	691580	691795	-	WP_166328953.1	WP_166328953.1		hypothetical protein			G7066_RS03170	216	71	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	692471	692680	+							G7066_RS15625	210		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	692471	692680	+	WP_244303238.1	WP_244303238.1		hypothetical protein			G7066_RS15625	210	69	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	693575	694171	-							G7066_RS03180	597		old_locus_tag=G7066_03185
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	693575	694171	-	WP_166328955.1	WP_166328955.1		alternate-type signal peptide domain-containing protein			G7066_RS03180	597	198	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	694574	695857	+							G7066_RS03185	1284		old_locus_tag=G7066_03190
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	694574	695857	+	WP_166328956.1	WP_166328956.1		serine hydroxymethyltransferase			G7066_RS03185	1284	427	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	695863	696762	+							G7066_RS03190	900		old_locus_tag=G7066_03195
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	695863	696762	+	WP_244303239.1	WP_244303239.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase			G7066_RS03190	900	299	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	696855	697556	+							G7066_RS03195	702		old_locus_tag=G7066_03200
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	696855	697556	+	WP_166328958.1	WP_166328958.1		VTT domain-containing protein			G7066_RS03195	702	233	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	697630	698369	+							G7066_RS03200	740		pseudo;old_locus_tag=G7066_03205
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	697630	698369	+				VIT family protein			G7066_RS03200	740		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	698494	699357	+					ccsB		G7066_RS03205	864		old_locus_tag=G7066_03210
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	698494	699357	+	WP_166331883.1	WP_166331883.1		c-type cytochrome biogenesis protein CcsB	ccsB		G7066_RS03205	864	287	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	699462	700355	-					ppk2		G7066_RS03210	894		partial;pseudo;old_locus_tag=G7066_03215
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	699462	700355	-				polyphosphate kinase 2	ppk2		G7066_RS03210	894		partial;pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	700541	700849	-							G7066_RS03215	309		old_locus_tag=G7066_03220
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	700541	700849	-	WP_166328959.1	WP_166328959.1		metal-sensitive transcriptional regulator			G7066_RS03215	309	102	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	700895	701809	-					rarD		G7066_RS03220	915		old_locus_tag=G7066_03225
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	700895	701809	-	WP_166328960.1	WP_166328960.1		EamA family transporter RarD	rarD		G7066_RS03220	915	304	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	701813	702265	-							G7066_RS03225	453		old_locus_tag=G7066_03230
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	701813	702265	-	WP_166328961.1	WP_166328961.1		GNAT family N-acetyltransferase			G7066_RS03225	453	150	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	702322	703242	-							G7066_RS03230	921		old_locus_tag=G7066_03235
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	702322	703242	-	WP_244303240.1	WP_244303240.1		ROK family protein			G7066_RS03230	921	306	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	703239	704710	-							G7066_RS03235	1472		pseudo;old_locus_tag=G7066_03240
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	703239	704710	-				hypothetical protein			G7066_RS03235	1472		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	704758	705582	-							G7066_RS03240	825		old_locus_tag=G7066_03245
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	704758	705582	-	WP_166328962.1	WP_166328962.1		carbohydrate ABC transporter permease			G7066_RS03240	825	274	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	705638	706432	-							G7066_RS03245	795		old_locus_tag=G7066_03250
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	705638	706432	-	WP_244303241.1	WP_244303241.1		sugar ABC transporter permease			G7066_RS03245	795	264	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	706565	707859	-							G7066_RS03250	1295		pseudo;old_locus_tag=G7066_03255
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	706565	707859	-				extracellular solute-binding protein			G7066_RS03250	1295		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	707984	709192	-							G7066_RS03255	1209		old_locus_tag=G7066_03260
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	707984	709192	-	WP_166328963.1	WP_166328963.1		ROK family transcriptional regulator			G7066_RS03255	1209	402	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	709351	710429	+					ugpC		G7066_RS03260	1079		pseudo;old_locus_tag=G7066_03265
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	709351	710429	+				sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC		G7066_RS03260	1079		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	710453	711250	+					nagB		G7066_RS03265	798		old_locus_tag=G7066_03270
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	710453	711250	+	WP_166328964.1	WP_166328964.1		glucosamine-6-phosphate deaminase	nagB		G7066_RS03265	798	265	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	711247	712485	+					nagA		G7066_RS03270	1239		old_locus_tag=G7066_03275
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	711247	712485	+	WP_244303242.1	WP_244303242.1		N-acetylglucosamine-6-phosphate deacetylase	nagA		G7066_RS03270	1239	412	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	712415	713836	-							G7066_RS03275	1422		old_locus_tag=G7066_03280
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	712415	713836	-	WP_166328966.1	WP_166328966.1		S-layer homology domain-containing protein			G7066_RS03275	1422	473	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	714056	715269	+							G7066_RS03280	1214		pseudo;old_locus_tag=G7066_03285
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	714056	715269	+				NADP-dependent isocitrate dehydrogenase			G7066_RS03280	1214		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	715368	716327	-							G7066_RS03285	960		old_locus_tag=G7066_03290
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	715368	716327	-	WP_166328967.1	WP_166328967.1		LacI family transcriptional regulator			G7066_RS03285	960	319	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	716590	718239	+							G7066_RS03290	1650		old_locus_tag=G7066_03295
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	716590	718239	+	WP_244303243.1	WP_244303243.1		ABC transporter substrate-binding protein			G7066_RS03290	1650	549	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	718283	719233	+							G7066_RS03295	951		old_locus_tag=G7066_03300
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	718283	719233	+	WP_166328969.1	WP_166328969.1		ABC transporter permease			G7066_RS03295	951	316	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	719230	720147	+							G7066_RS03300	918		old_locus_tag=G7066_03305
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	719230	720147	+	WP_166328970.1	WP_166328970.1		ABC transporter permease			G7066_RS03300	918	305	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	720147	720632	+							G7066_RS15630	486		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	720147	720632	+	WP_244303244.1	WP_244303244.1		ATP-binding cassette domain-containing protein			G7066_RS15630	486	161	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	720629	720979	+							G7066_RS15635	351		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	720629	720979	+	WP_244303245.1	WP_244303245.1		hypothetical protein			G7066_RS15635	351	116	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	720976	721794	+							G7066_RS03310	819		old_locus_tag=G7066_03315
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	720976	721794	+	WP_166328971.1	WP_166328971.1		ABC transporter ATP-binding protein			G7066_RS03310	819	272	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	721866	722929	+							G7066_RS03315	1064		pseudo;old_locus_tag=G7066_03320
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	721866	722929	+				C45 family peptidase			G7066_RS03315	1064		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	723011	724246	+							G7066_RS03320	1236		old_locus_tag=G7066_03325
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	723011	724246	+	WP_166328972.1	WP_166328972.1		MFS transporter			G7066_RS03320	1236	411	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	724333	725235	-							G7066_RS03325	903		old_locus_tag=G7066_03330
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	724333	725235	-	WP_166328973.1	WP_166328973.1		AraC family transcriptional regulator			G7066_RS03325	903	300	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	725264	726349	-							G7066_RS03330	1086		old_locus_tag=G7066_03335
