# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	178806	180395	+	WP_246454425.1	WP_246454425.1		cytochrome b/b6 domain-containing protein			H9L06_RS00855	1590	529	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	180724	181023	+							H9L06_RS00860	300		old_locus_tag=H9L06_00860
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	180724	181023	+	WP_187555440.1	WP_187555440.1		hypothetical protein			H9L06_RS00860	300	99	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	181033	182520	+							H9L06_RS00865	1488		old_locus_tag=H9L06_00865
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	181033	182520	+	WP_187555441.1	WP_187555441.1		AMP-binding protein			H9L06_RS00865	1488	495	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	182603	183673	+							H9L06_RS00870	1071		old_locus_tag=H9L06_00870
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	182603	183673	+	WP_223165204.1	WP_223165204.1		enoyl-CoA hydratase/isomerase family protein			H9L06_RS00870	1071	356	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	183726	184430	-							H9L06_RS00875	705		old_locus_tag=H9L06_00875
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	183726	184430	-	WP_187555443.1	WP_187555443.1		TetR/AcrR family transcriptional regulator			H9L06_RS00875	705	234	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	184597	184938	-							H9L06_RS00880	342		old_locus_tag=H9L06_00880
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	184597	184938	-	WP_187555444.1	WP_187555444.1		hypothetical protein			H9L06_RS00880	342	113	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	184935	186020	-							H9L06_RS00885	1086		old_locus_tag=H9L06_00885
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	184935	186020	-	WP_187555445.1	WP_187555445.1		hypothetical protein			H9L06_RS00885	1086	361	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	186176	186607	-							H9L06_RS00890	432		old_locus_tag=H9L06_00890
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	186176	186607	-	WP_187555446.1	WP_187555446.1		hypothetical protein			H9L06_RS00890	432	143	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	186632	187147	-							H9L06_RS00895	516		old_locus_tag=H9L06_00895
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	186632	187147	-	WP_223165205.1	WP_223165205.1		MaoC family dehydratase N-terminal domain-containing protein			H9L06_RS00895	516	171	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	187183	188478	-							H9L06_RS00900	1296		old_locus_tag=H9L06_00900
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	187183	188478	-	WP_187555447.1	WP_187555447.1		VWA domain-containing protein			H9L06_RS00900	1296	431	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	188529	189410	-							H9L06_RS00905	882		old_locus_tag=H9L06_00905
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	188529	189410	-	WP_187555448.1	WP_187555448.1		MoxR family ATPase			H9L06_RS00905	882	293	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	189587	190690	+							H9L06_RS00910	1104		old_locus_tag=H9L06_00910
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	189587	190690	+	WP_187555449.1	WP_187555449.1		MBL fold metallo-hydrolase			H9L06_RS00910	1104	367	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	190723	191757	+							H9L06_RS00915	1035		old_locus_tag=H9L06_00915
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	190723	191757	+	WP_187555450.1	WP_187555450.1		acyl-CoA dehydrogenase family protein			H9L06_RS00915	1035	344	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	191788	193005	+							H9L06_RS00920	1218		old_locus_tag=H9L06_00920
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	191788	193005	+	WP_187555451.1	WP_187555451.1		acyl-CoA dehydrogenase family protein			H9L06_RS00920	1218	405	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	193055	193966	+							H9L06_RS00925	912		old_locus_tag=H9L06_00925
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	193055	193966	+	WP_187555452.1	WP_187555452.1		VOC family protein			H9L06_RS00925	912	303	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	194080	194802	-							H9L06_RS00930	723		old_locus_tag=H9L06_00930
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	194080	194802	-	WP_187555453.1	WP_187555453.1		amidohydrolase family protein			H9L06_RS00930	723	240	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	194904	195329	-							H9L06_RS00935	426		old_locus_tag=H9L06_00935
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	194904	195329	-	WP_246454556.1	WP_246454556.1		hypothetical protein			H9L06_RS00935	426	141	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	195546	196271	-							H9L06_RS00940	726		old_locus_tag=H9L06_00940
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	195546	196271	-	WP_187555454.1	WP_187555454.1		PaaI family thioesterase			H9L06_RS00940	726	241	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	196367	197548	-							H9L06_RS00945	1182		old_locus_tag=H9L06_00945
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	196367	197548	-	WP_187555455.1	WP_187555455.1		thiolase family protein			H9L06_RS00945	1182	393	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	197707	198480	+							H9L06_RS00950	774		old_locus_tag=H9L06_00950
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	197707	198480	+	WP_187555456.1	WP_187555456.1		SDR family NAD(P)-dependent oxidoreductase			H9L06_RS00950	774	257	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	198544	199428	-							H9L06_RS00955	885		old_locus_tag=H9L06_00955
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	198544	199428	-	WP_187555457.1	WP_187555457.1		alpha/beta hydrolase			H9L06_RS00955	885	294	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	200038	202098	+							H9L06_RS00960	2061		old_locus_tag=H9L06_00960
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	200038	202098	+	WP_187555458.1	WP_187555458.1		TRAP transporter large permease subunit			H9L06_RS00960	2061	686	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	202258	203517	+							H9L06_RS00965	1260		old_locus_tag=H9L06_00965
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	202258	203517	+	WP_187555459.1	WP_187555459.1		hypothetical protein			H9L06_RS00965	1260	419	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	203864	204208	+							H9L06_RS11680	345		
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	203864	204208	+	WP_246454426.1	WP_246454426.1		transposase			H9L06_RS11680	345	114	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	204099	205841	+							H9L06_RS00970	1743		old_locus_tag=H9L06_00970
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	204099	205841	+	WP_246454427.1	WP_246454427.1		TraM recognition domain-containing protein			H9L06_RS00970	1743	580	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	205928	206383	+							H9L06_RS00975	456		old_locus_tag=H9L06_00975
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	205928	206383	+	WP_187555460.1	WP_187555460.1		single-stranded DNA-binding protein			H9L06_RS00975	456	151	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	206441	206968	+							H9L06_RS00980	528		old_locus_tag=H9L06_00980
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	206441	206968	+	WP_187556267.1	WP_187556267.1		hypothetical protein			H9L06_RS00980	528	175	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	206968	207174	+							H9L06_RS00985	207		old_locus_tag=H9L06_00985
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	206968	207174	+	WP_187555461.1	WP_187555461.1		hypothetical protein			H9L06_RS00985	207	68	
gene	pseudogene	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	207356	208408	+							H9L06_RS11685	1053		partial;pseudo
CDS	without_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	207356	208408	+				recombinase family protein			H9L06_RS11685	1053		partial;pseudo
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	208568	208726	-							H9L06_RS11690	159		
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	208568	208726	-	WP_246454428.1	WP_246454428.1		hypothetical protein			H9L06_RS11690	159	52	
gene	tRNA	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	209031	209106	-							H9L06_RS00995	76		old_locus_tag=H9L06_00995
tRNA		GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	209031	209106	-				tRNA-His			H9L06_RS00995	76		anticodon=GTG
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	209207	209632	+							H9L06_RS01000	426		old_locus_tag=H9L06_01000
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	209207	209632	+	WP_187555462.1	WP_187555462.1		DUF1801 domain-containing protein			H9L06_RS01000	426	141	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	209647	210303	-					orn		H9L06_RS01005	657		old_locus_tag=H9L06_01005
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	209647	210303	-	WP_223165206.1	WP_223165206.1		oligoribonuclease	orn		H9L06_RS01005	657	218	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	210368	210931	+					def		H9L06_RS01010	564		old_locus_tag=H9L06_01010
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	210368	210931	+	WP_187555464.1	WP_187555464.1		peptide deformylase	def		H9L06_RS01010	564	187	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	210988	211974	+							H9L06_RS01015	987		old_locus_tag=H9L06_01015
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	210988	211974	+	WP_187555465.1	WP_187555465.1		aldo/keto reductase			H9L06_RS01015	987	328	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	212047	213132	+							H9L06_RS01020	1086		old_locus_tag=H9L06_01020
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	212047	213132	+	WP_187555466.1	WP_187555466.1		S-(hydroxymethyl)mycothiol dehydrogenase			H9L06_RS01020	1086	361	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	213129	213758	+							H9L06_RS01025	630		old_locus_tag=H9L06_01025
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	213129	213758	+	WP_187555467.1	WP_187555467.1		MBL fold metallo-hydrolase			H9L06_RS01025	630	209	
gene	tRNA	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	213815	213890	+							H9L06_RS01030	76		old_locus_tag=H9L06_01030
tRNA		GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	213815	213890	+				tRNA-Arg			H9L06_RS01030	76		anticodon=TCT
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	214005	214544	+							H9L06_RS01035	540		old_locus_tag=H9L06_01035
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	214005	214544	+	WP_187555468.1	WP_187555468.1		DUF488 domain-containing protein			H9L06_RS01035	540	179	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	214566	215141	-							H9L06_RS01040	576		old_locus_tag=H9L06_01040
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	214566	215141	-	WP_187556268.1	WP_187556268.1		Fe-S cluster assembly protein HesB			H9L06_RS01040	576	191	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	215344	215601	-							H9L06_RS01045	258		old_locus_tag=H9L06_01045
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	215344	215601	-	WP_187555469.1	WP_187555469.1		type II toxin-antitoxin system RelE/ParE family toxin			H9L06_RS01045	258	85	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	215611	215859	-							H9L06_RS01050	249		old_locus_tag=H9L06_01050
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	215611	215859	-	WP_187555470.1	WP_187555470.1		type II toxin-antitoxin system Phd/YefM family antitoxin			H9L06_RS01050	249	82	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	216000	217595	-							H9L06_RS01055	1596		old_locus_tag=H9L06_01055
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	216000	217595	-	WP_187555471.1	WP_187555471.1		isocitrate lyase			H9L06_RS01055	1596	531	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	217770	218147	-							H9L06_RS01060	378		old_locus_tag=H9L06_01060
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	217770	218147	-	WP_187556269.1	WP_187556269.1		globin			H9L06_RS01060	378	125	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	218207	219133	-							H9L06_RS01065	927		old_locus_tag=H9L06_01065
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	218207	219133	-	WP_246454429.1	WP_246454429.1		mechanosensitive ion channel family protein			H9L06_RS01065	927	308	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	219130	221694	-					pepN		H9L06_RS01070	2565		old_locus_tag=H9L06_01070
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	219130	221694	-	WP_187555472.1	WP_187555472.1		aminopeptidase N	pepN		H9L06_RS01070	2565	854	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	221824	222429	+							H9L06_RS01075	606		old_locus_tag=H9L06_01075
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	221824	222429	+	WP_187555473.1	WP_187555473.1		DsbA family protein			H9L06_RS01075	606	201	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	222456	222947	+							H9L06_RS01080	492		old_locus_tag=H9L06_01080
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	222456	222947	+	WP_187555474.1	WP_187555474.1		ribose-5-phosphate isomerase			H9L06_RS01080	492	163	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	222998	224002	+							H9L06_RS01085	1005		old_locus_tag=H9L06_01085
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	222998	224002	+	WP_187555475.1	WP_187555475.1		Fpg/Nei family DNA glycosylase			H9L06_RS01085	1005	334	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	223999	224658	-							H9L06_RS01090	660		old_locus_tag=H9L06_01090
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	223999	224658	-	WP_187555476.1	WP_187555476.1		response regulator transcription factor			H9L06_RS01090	660	219	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	224663	226114	-							H9L06_RS01095	1452		old_locus_tag=H9L06_01095
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	224663	226114	-	WP_187555477.1	WP_187555477.1		HAMP domain-containing histidine kinase			H9L06_RS01095	1452	483	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	226205	227344	+							H9L06_RS01100	1140		old_locus_tag=H9L06_01100
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	226205	227344	+	WP_187555478.1	WP_187555478.1		aminoglycoside phosphotransferase family protein			H9L06_RS01100	1140	379	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	227460	227861	+							H9L06_RS01105	402		old_locus_tag=H9L06_01105
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	227460	227861	+	WP_187555479.1	WP_187555479.1		hypothetical protein			H9L06_RS01105	402	133	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	228002	228349	+					rplS		H9L06_RS01110	348		old_locus_tag=H9L06_01110
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	228002	228349	+	WP_187555480.1	WP_187555480.1		50S ribosomal protein L19	rplS		H9L06_RS01110	348	115	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	228478	229182	+					lepB		H9L06_RS01115	705		old_locus_tag=H9L06_01115
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	228478	229182	+	WP_187555481.1	WP_187555481.1		signal peptidase I	lepB		H9L06_RS01115	705	234	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	229163	229831	+							H9L06_RS01120	669		old_locus_tag=H9L06_01120
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	229163	229831	+	WP_187555482.1	WP_187555482.1		ribonuclease HII			H9L06_RS01120	669	222	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	229889	230755	+					murI		H9L06_RS01125	867		old_locus_tag=H9L06_01125
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	229889	230755	+	WP_187555483.1	WP_187555483.1		glutamate racemase	murI		H9L06_RS01125	867	288	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	230752	231486	+					rph		H9L06_RS01130	735		old_locus_tag=H9L06_01130
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	230752	231486	+	WP_187555484.1	WP_187555484.1		ribonuclease PH	rph		H9L06_RS01130	735	244	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	231505	232125	+					rdgB		H9L06_RS01135	621		old_locus_tag=H9L06_01135
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	231505	232125	+	WP_187555485.1	WP_187555485.1		RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rdgB		H9L06_RS01135	621	206	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	232171	235224	+							H9L06_RS01140	3054		old_locus_tag=H9L06_01140
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	232171	235224	+	WP_187555486.1	WP_187555486.1		aminotransferase			H9L06_RS01140	3054	1017	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	235249	235833	-							H9L06_RS01145	585		old_locus_tag=H9L06_01145
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	235249	235833	-	WP_187555487.1	WP_187555487.1		MarR family transcriptional regulator			H9L06_RS01145	585	194	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	235940	238156	+							H9L06_RS01150	2217		old_locus_tag=H9L06_01150
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	235940	238156	+	WP_187555488.1	WP_187555488.1		MMPL family transporter			H9L06_RS01150	2217	738	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	238097	238753	-							H9L06_RS01155	657		old_locus_tag=H9L06_01155
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	238097	238753	-	WP_187555489.1	WP_187555489.1		LysE family translocator			H9L06_RS01155	657	218	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	238812	239240	+							H9L06_RS01160	429		old_locus_tag=H9L06_01160
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	238812	239240	+	WP_187555490.1	WP_187555490.1		ankyrin repeat domain-containing protein			H9L06_RS01160	429	142	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	239330	239767	-							H9L06_RS01165	438		old_locus_tag=H9L06_01165
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	239330	239767	-	WP_223165208.1	WP_223165208.1		hypothetical protein			H9L06_RS01165	438	145	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	239961	240941	+							H9L06_RS01170	981		old_locus_tag=H9L06_01170
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	239961	240941	+	WP_187555491.1	WP_187555491.1		putative FMN-dependent luciferase-like monooxygenase			H9L06_RS01170	981	326	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	241140	241328	-							H9L06_RS11695	189		
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	241140	241328	-	WP_246454430.1	WP_246454430.1		hypothetical protein			H9L06_RS11695	189	62	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	241458	241751	+							H9L06_RS01175	294		old_locus_tag=H9L06_01175
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	241458	241751	+	WP_187555492.1	WP_187555492.1		metal-sensitive transcriptional regulator			H9L06_RS01175	294	97	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	241952	243370	+							H9L06_RS01180	1419		old_locus_tag=H9L06_01180
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	241952	243370	+	WP_187555493.1	WP_187555493.1		MBL fold metallo-hydrolase			H9L06_RS01180	1419	472	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	243394	244182	+							H9L06_RS01185	789		old_locus_tag=H9L06_01185
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	243394	244182	+	WP_187555494.1	WP_187555494.1		sulfite exporter TauE/SafE family protein			H9L06_RS01185	789	262	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	244364	244597	+							H9L06_RS01190	234		old_locus_tag=H9L06_01190
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	244364	244597	+	WP_187555495.1	WP_187555495.1		hypothetical protein			H9L06_RS01190	234	77	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	244833	245654	+							H9L06_RS01195	822		old_locus_tag=H9L06_01195
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	244833	245654	+	WP_187555496.1	WP_187555496.1		DUF4352 domain-containing protein			H9L06_RS01195	822	273	
gene	tRNA	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	246019	246100	-							H9L06_RS01200	82		old_locus_tag=H9L06_01200
tRNA		GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	246019	246100	-				tRNA-Leu			H9L06_RS01200	82		anticodon=TAG
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	246144	246899	-							H9L06_RS01205	756		old_locus_tag=H9L06_01205
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	246144	246899	-	WP_187555497.1	WP_187555497.1		TIGR00645 family protein			H9L06_RS01205	756	251	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	247139	248191	+							H9L06_RS01210	1053		old_locus_tag=H9L06_01210
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	247139	248191	+	WP_187555498.1	WP_187555498.1		TerC family protein			H9L06_RS01210	1053	350	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	248383	249861	+					leuC		H9L06_RS01215	1479		old_locus_tag=H9L06_01215
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	248383	249861	+	WP_187555499.1	WP_187555499.1		3-isopropylmalate dehydratase large subunit	leuC		H9L06_RS01215	1479	492	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	249865	250467	+					leuD		H9L06_RS01220	603		old_locus_tag=H9L06_01220
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	249865	250467	+	WP_187555500.1	WP_187555500.1		3-isopropylmalate dehydratase small subunit	leuD		H9L06_RS01220	603	200	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	250593	251900	+					murA		H9L06_RS01225	1308		old_locus_tag=H9L06_01225
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	250593	251900	+	WP_246454557.1	WP_246454557.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		H9L06_RS01225	1308	435	
gene	protein_coding	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	251959	252732	+							H9L06_RS01230	774		old_locus_tag=H9L06_01230
CDS	with_protein	GCF_014396385.1	Primary Assembly	chromosome		NZ_CP060716.1	251959	252732	+	WP_187555501.1	WP_187555501.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			H9L06_RS01230	774	257	
