# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	441257	441721	-							Leucomu_RS01975	465		old_locus_tag=Leucomu_01975
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	441257	441721	-	WP_228407202.1	WP_228407202.1		DUF4307 domain-containing protein			Leucomu_RS01975	465	154	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	441807	442673	+					mca		Leucomu_RS01980	867		old_locus_tag=Leucomu_01980
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	441807	442673	+	WP_128386179.1	WP_128386179.1		mycothiol conjugate amidase Mca	mca		Leucomu_RS01980	867	288	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	442670	442933	+							Leucomu_RS01985	264		old_locus_tag=Leucomu_01985
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	442670	442933	+	WP_128386180.1	WP_128386180.1		hypothetical protein			Leucomu_RS01985	264	87	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	442940	445114	+					recQ		Leucomu_RS01990	2175		old_locus_tag=Leucomu_01990
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	442940	445114	+	WP_128386181.1	WP_128386181.1		DNA helicase RecQ	recQ		Leucomu_RS01990	2175	724	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	445188	445991	-							Leucomu_RS01995	804		old_locus_tag=Leucomu_01995
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	445188	445991	-	WP_194294564.1	WP_194294564.1		hemolysin III family protein			Leucomu_RS01995	804	267	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	446094	446879	+							Leucomu_RS02000	786		old_locus_tag=Leucomu_02000
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	446094	446879	+	WP_017884451.1	WP_017884451.1		isoprenyl transferase			Leucomu_RS02000	786	261	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	446876	447679	+							Leucomu_RS02005	804		old_locus_tag=Leucomu_02005
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	446876	447679	+	WP_128386182.1	WP_128386182.1		SDR family oxidoreductase			Leucomu_RS02005	804	267	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	447754	449154	+							Leucomu_RS02010	1401		old_locus_tag=Leucomu_02010
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	447754	449154	+	WP_017884453.1	WP_017884453.1		amidohydrolase			Leucomu_RS02010	1401	466	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	449309	450064	+							Leucomu_RS02015	756		old_locus_tag=Leucomu_02015
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	449309	450064	+	WP_017884454.1	WP_017884454.1		nucleoside phosphorylase			Leucomu_RS02015	756	251	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	450273	450764	-							Leucomu_RS02020	492		old_locus_tag=Leucomu_02020
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	450273	450764	-	WP_017884455.1	WP_017884455.1		S-ribosylhomocysteine lyase			Leucomu_RS02020	492	163	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	450910	451212	-							Leucomu_RS02025	303		old_locus_tag=Leucomu_02025
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	450910	451212	-	WP_128386183.1	WP_128386183.1		hypothetical protein			Leucomu_RS02025	303	100	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	451495	452052	+							Leucomu_RS02030	558		old_locus_tag=Leucomu_02030
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	451495	452052	+	WP_128386184.1	WP_128386184.1		purine-nucleoside phosphorylase			Leucomu_RS02030	558	185	
gene	tRNA	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	452144	452234	-							Leucomu_RS02035	91		old_locus_tag=Leucomu_02035
tRNA		GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	452144	452234	-				tRNA-Ser			Leucomu_RS02035	91		anticodon=CGA
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	452283	453365	-							Leucomu_RS02040	1083		old_locus_tag=Leucomu_02040
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	452283	453365	-	WP_128387745.1	WP_128387745.1		LuxR family transcriptional regulator			Leucomu_RS02040	1083	360	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	453292	454767	-							Leucomu_RS02045	1476		old_locus_tag=Leucomu_02045
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	453292	454767	-	WP_128386185.1	WP_128386185.1		hypothetical protein			Leucomu_RS02045	1476	491	
gene	pseudogene	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	455252	456136	+							Leucomu_RS02050	885		partial;pseudo
CDS	without_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	455252	456136	+				choice-of-anchor G family protein			Leucomu_RS02050	885		partial;pseudo
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	456935	458157	+							Leucomu_RS02060	1223		old_locus_tag=Leucomu_02055
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	456935	458157	+	WP_128387728.1	WP_128387728.1		IS3 family transposase			Leucomu_RS02060	1224	407	ribosomal_slippage
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	458387	458803	+							Leucomu_RS15070	417		
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	458387	458803	+	WP_164884471.1	WP_164884471.1		hypothetical protein			Leucomu_RS15070	417	138	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	458926	460986	+							Leucomu_RS02070	2061		old_locus_tag=Leucomu_02065
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	458926	460986	+	WP_128386187.1	WP_128386187.1		DUF5819 family protein			Leucomu_RS02070	2061	686	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	461022	462677	+							Leucomu_RS02075	1656		old_locus_tag=Leucomu_02070
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	461022	462677	+	WP_128386188.1	WP_128386188.1		DUF853 family protein			Leucomu_RS02075	1656	551	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	462783	464105	+					radA		Leucomu_RS02080	1323		old_locus_tag=Leucomu_02075
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	462783	464105	+	WP_128386189.1	WP_128386189.1		DNA repair protein RadA	radA		Leucomu_RS02080	1323	440	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	464135	465637	+							Leucomu_RS02085	1503		old_locus_tag=Leucomu_02080
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	464135	465637	+	WP_031290115.1	WP_031290115.1		malate:quinone oxidoreductase			Leucomu_RS02085	1503	500	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	465808	466572	-							Leucomu_RS02090	765		old_locus_tag=Leucomu_02085
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	465808	466572	-	WP_128386190.1	WP_128386190.1		HAD-IIB family hydrolase			Leucomu_RS02090	765	254	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	466665	467093	-							Leucomu_RS02095	429		old_locus_tag=Leucomu_02090
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	466665	467093	-	WP_017884467.1	WP_017884467.1		hypothetical protein			Leucomu_RS02095	429	142	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	467228	468166	+					argF		Leucomu_RS02100	939		old_locus_tag=Leucomu_02095
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	467228	468166	+	WP_128386191.1	WP_128386191.1		ornithine carbamoyltransferase	argF		Leucomu_RS02100	939	312	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	468192	469193	+							Leucomu_RS02105	1002		old_locus_tag=Leucomu_02100
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	468192	469193	+	WP_128386192.1	WP_128386192.1		hypothetical protein			Leucomu_RS02105	1002	333	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	469127	469306	+							Leucomu_RS02110	180		old_locus_tag=Leucomu_02105
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	469127	469306	+	WP_128386193.1	WP_128386193.1		hypothetical protein			Leucomu_RS02110	180	59	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	469459	470895	+					argH		Leucomu_RS02115	1437		old_locus_tag=Leucomu_02110
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	469459	470895	+	WP_128386194.1	WP_128386194.1		argininosuccinate lyase	argH		Leucomu_RS02115	1437	478	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	471017	472828	-							Leucomu_RS02120	1812		old_locus_tag=Leucomu_02115
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	471017	472828	-	WP_017884471.1	WP_017884471.1		YncE family protein			Leucomu_RS02120	1812	603	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	473049	474392	+					tyrS		Leucomu_RS02125	1344		old_locus_tag=Leucomu_02120
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	473049	474392	+	WP_128386195.1	WP_128386195.1		tyrosine--tRNA ligase	tyrS		Leucomu_RS02125	1344	447	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	474530	475111	-							Leucomu_RS02130	582		old_locus_tag=Leucomu_02125
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	474530	475111	-	WP_031290116.1	WP_031290116.1		helix-turn-helix domain-containing protein			Leucomu_RS02130	582	193	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	475253	476200	+					speB		Leucomu_RS02135	948		old_locus_tag=Leucomu_02130
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	475253	476200	+	WP_017884474.1	WP_017884474.1		agmatinase	speB		Leucomu_RS02135	948	315	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	476326	476736	+							Leucomu_RS02140	411		old_locus_tag=Leucomu_02135
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	476326	476736	+	WP_017884475.1	WP_017884475.1		nuclear transport factor 2 family protein			Leucomu_RS02140	411	136	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	476733	478160	+							Leucomu_RS02145	1428		old_locus_tag=Leucomu_02140
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	476733	478160	+	WP_017884476.1	WP_017884476.1		cytosine permease			Leucomu_RS02145	1428	475	
gene	rRNA	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	478912	480440	+							Leucomu_RS02150	1529		old_locus_tag=Leucomu_02145
rRNA		GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	478912	480440	+				16S ribosomal RNA			Leucomu_RS02150	1529		
gene	rRNA	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	480920	484026	+							Leucomu_RS02155	3107		old_locus_tag=Leucomu_02150
rRNA		GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	480920	484026	+				23S ribosomal RNA			Leucomu_RS02155	3107		
gene	rRNA	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	484190	484306	+					rrf		Leucomu_RS02160	117		old_locus_tag=Leucomu_02155
rRNA		GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	484190	484306	+				5S ribosomal RNA	rrf		Leucomu_RS02160	117		
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	484371	485354	-							Leucomu_RS02165	984		old_locus_tag=Leucomu_02160
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	484371	485354	-	WP_128386196.1	WP_128386196.1		hypothetical protein			Leucomu_RS02165	984	327	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	485310	486239	+							Leucomu_RS02170	930		old_locus_tag=Leucomu_02165
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	485310	486239	+	WP_128386197.1	WP_128386197.1		hypothetical protein			Leucomu_RS02170	930	309	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	486239	487279	+							Leucomu_RS02175	1041		old_locus_tag=Leucomu_02170
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	486239	487279	+	WP_017882719.1	WP_017882719.1		HAD-IIA family hydrolase			Leucomu_RS02175	1041	346	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	487370	487519	+							Leucomu_RS15075	150		
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	487370	487519	+	WP_017882720.1	WP_017882720.1		hypothetical protein			Leucomu_RS15075	150	49	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	487506	488396	+							Leucomu_RS02180	891		old_locus_tag=Leucomu_02175
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	487506	488396	+	WP_128386198.1	WP_128386198.1		TlyA family RNA methyltransferase			Leucomu_RS02180	891	296	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	488393	489325	+							Leucomu_RS02185	933		old_locus_tag=Leucomu_02180
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	488393	489325	+	WP_017882722.1	WP_017882722.1		NAD kinase			Leucomu_RS02185	933	310	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	489322	491007	+					recN		Leucomu_RS02190	1686		old_locus_tag=Leucomu_02185
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	489322	491007	+	WP_128386199.1	WP_128386199.1		DNA repair protein RecN	recN		Leucomu_RS02190	1686	561	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	491098	492360	+							Leucomu_RS02195	1263		old_locus_tag=Leucomu_02190
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	491098	492360	+	WP_128386200.1	WP_128386200.1		AI-2E family transporter			Leucomu_RS02195	1263	420	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	492449	494110	+							Leucomu_RS02200	1662		old_locus_tag=Leucomu_02195
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	492449	494110	+	WP_164884592.1	WP_164884592.1		CTP synthase			Leucomu_RS02200	1662	553	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	494118	494801	+							Leucomu_RS02205	684		old_locus_tag=Leucomu_02200
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	494118	494801	+	WP_194294565.1	WP_194294565.1		NUDIX hydrolase			Leucomu_RS02205	684	227	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	494801	495844	+							Leucomu_RS02210	1044		old_locus_tag=Leucomu_02205
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	494801	495844	+	WP_128386202.1	WP_128386202.1		site-specific tyrosine recombinase XerD			Leucomu_RS02210	1044	347	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	495868	496533	-							Leucomu_RS02215	666		old_locus_tag=Leucomu_02210
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	495868	496533	-	WP_128386203.1	WP_128386203.1		DUF6320 domain-containing protein			Leucomu_RS02215	666	221	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	496530	498020	-							Leucomu_RS02220	1491		old_locus_tag=Leucomu_02215
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	496530	498020	-	WP_128386204.1	WP_128386204.1		alcohol acetyltransferase			Leucomu_RS02220	1491	496	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	498017	498976	-							Leucomu_RS02225	960		old_locus_tag=Leucomu_02220
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	498017	498976	-	WP_128386205.1	WP_128386205.1		alpha/beta hydrolase			Leucomu_RS02225	960	319	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	499170	500024	+							Leucomu_RS02230	855		old_locus_tag=Leucomu_02225
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	499170	500024	+	WP_128386206.1	WP_128386206.1		ParA family protein			Leucomu_RS02230	855	284	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	500033	500908	+							Leucomu_RS02235	876		old_locus_tag=Leucomu_02230
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	500033	500908	+	WP_017882732.1	WP_017882732.1		segregation/condensation protein A			Leucomu_RS02235	876	291	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	500901	501665	+							Leucomu_RS02240	765		old_locus_tag=Leucomu_02235
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	500901	501665	+	WP_128386207.1	WP_128386207.1		SMC-Scp complex subunit ScpB			Leucomu_RS02240	765	254	
gene	pseudogene	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	501802	502581	+							Leucomu_RS15355	780		partial;pseudo
CDS	without_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	501802	502581	+				rRNA pseudouridine synthase			Leucomu_RS15355	780		partial;pseudo
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	503019	504107	+							Leucomu_RS02250	1089		old_locus_tag=Leucomu_02245
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	503019	504107	+	WP_128386208.1	WP_128386208.1		prephenate dehydrogenase			Leucomu_RS02250	1089	362	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	504119	504886	+					cmk		Leucomu_RS02255	768		old_locus_tag=Leucomu_02250
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	504119	504886	+	WP_128387748.1	WP_128387748.1		(d)CMP kinase	cmk		Leucomu_RS02255	768	255	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	505021	506436	+					der		Leucomu_RS02260	1416		old_locus_tag=Leucomu_02255
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	505021	506436	+	WP_228407360.1	WP_228407360.1		ribosome biogenesis GTPase Der	der		Leucomu_RS02260	1416	471	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	506474	506890	-							Leucomu_RS02265	417		old_locus_tag=Leucomu_02260
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	506474	506890	-	WP_128386209.1	WP_128386209.1		MmcQ/YjbR family DNA-binding protein			Leucomu_RS02265	417	138	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	506944	507855	+							Leucomu_RS02270	912		old_locus_tag=Leucomu_02265
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	506944	507855	+	WP_017882739.1	WP_017882739.1		DUF817 domain-containing protein			Leucomu_RS02270	912	303	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	507883	508281	-							Leucomu_RS15360	399		
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	507883	508281	-	WP_017882740.1	WP_017882740.1		hypothetical protein			Leucomu_RS15360	399	132	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	508572	510107	-							Leucomu_RS02280	1536		old_locus_tag=Leucomu_02275
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	508572	510107	-	WP_228407361.1	WP_228407361.1		MFS transporter			Leucomu_RS02280	1536	511	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	509991	511244	+							Leucomu_RS02285	1254		old_locus_tag=Leucomu_02280
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	509991	511244	+	WP_228407350.1	WP_228407350.1		IS256 family transposase			Leucomu_RS02285	1254	417	
gene	pseudogene	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	511291	511512	-							Leucomu_RS02290	222		partial;pseudo;old_locus_tag=Leucomu_02285
CDS	without_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	511291	511512	-				MFS transporter			Leucomu_RS02290	222		partial;pseudo
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	511717	512316	-							Leucomu_RS02295	600		old_locus_tag=Leucomu_02290
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	511717	512316	-	WP_017882742.1	WP_017882742.1		TetR family transcriptional regulator			Leucomu_RS02295	600	199	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	512489	512959	+					rraA		Leucomu_RS02300	471		old_locus_tag=Leucomu_02295
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	512489	512959	+	WP_017882743.1	WP_017882743.1		ribonuclease E activity regulator RraA	rraA		Leucomu_RS02300	471	156	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	512989	513813	+							Leucomu_RS02305	825		old_locus_tag=Leucomu_02300
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	512989	513813	+	WP_128386210.1	WP_128386210.1		lysoplasmalogenase family protein			Leucomu_RS02305	825	274	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	513899	514801	-							Leucomu_RS02310	903		old_locus_tag=Leucomu_02305
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	513899	514801	-	WP_017882745.1	WP_017882745.1		NUDIX hydrolase			Leucomu_RS02310	903	300	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	514999	515436	+							Leucomu_RS02315	438		old_locus_tag=Leucomu_02310
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	514999	515436	+	WP_017882746.1	WP_017882746.1		pyridoxamine 5'-phosphate oxidase family protein			Leucomu_RS02315	438	145	
gene	tRNA	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	515525	515592	+							Leucomu_RS15085	68		
tRNA		GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	515525	515592	+				tRNA-Pro			Leucomu_RS15085	68		anticodon=GGG
gene	tRNA	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	515606	515679	+							Leucomu_RS02320	74		old_locus_tag=Leucomu_02315
tRNA		GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	515606	515679	+				tRNA-Pro			Leucomu_RS02320	74		anticodon=GGG
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	515899	516774	-							Leucomu_RS02325	876		old_locus_tag=Leucomu_02320
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	515899	516774	-	WP_228407204.1	WP_228407204.1		site-specific integrase			Leucomu_RS02325	876	291	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	517086	517286	-							Leucomu_RS02330	201		old_locus_tag=Leucomu_02325
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	517086	517286	-	WP_128386211.1	WP_128386211.1		helix-turn-helix domain-containing protein			Leucomu_RS02330	201	66	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	517270	517857	-							Leucomu_RS02335	588		old_locus_tag=Leucomu_02330
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	517270	517857	-	WP_128386212.1	WP_128386212.1		hypothetical protein			Leucomu_RS02335	588	195	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	517863	518336	-							Leucomu_RS02340	474		old_locus_tag=Leucomu_02335
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	517863	518336	-	WP_128386213.1	WP_128386213.1		hypothetical protein			Leucomu_RS02340	474	157	
gene	pseudogene	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	518359	520135	-							Leucomu_RS02345	1777		pseudo;old_locus_tag=Leucomu_02340
CDS	without_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	518359	520135	-				TraM recognition domain-containing protein			Leucomu_RS02345	1777		pseudo
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	520162	520713	-							Leucomu_RS02350	552		old_locus_tag=Leucomu_02345
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	520162	520713	-	WP_128386214.1	WP_128386214.1		hypothetical protein			Leucomu_RS02350	552	183	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	520782	521783	-							Leucomu_RS02355	1002		old_locus_tag=Leucomu_02350
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	520782	521783	-	WP_128386215.1	WP_128386215.1		DNA-protecting protein DprA			Leucomu_RS02355	1002	333	
gene	protein_coding	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	521910	523103	-							Leucomu_RS15365	1194		
CDS	with_protein	GCF_004028235.1	Primary Assembly	chromosome		NZ_CP035037.1	521910	523103	-	WP_228407206.1	WP_228407206.1		hypothetical protein			Leucomu_RS15365	1194	397	
