# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	823687	824205	+	WP_130109200.1	WP_130109200.1		DUF4190 domain-containing protein			EVS81_RS03750	519	172	
gene	pseudogene	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	824313	824522	+							EVS81_RS16005	210		partial;pseudo
CDS	without_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	824313	824522	+				hypothetical protein			EVS81_RS16005	210		partial;pseudo
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	824595	824765	+							EVS81_RS16010	171		
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	824595	824765	+	WP_240740045.1	WP_240740045.1		DUF4190 domain-containing protein			EVS81_RS16010	171	56	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	824779	826047	+							EVS81_RS03760	1269		old_locus_tag=EVS81_03760
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	824779	826047	+	WP_165384173.1	WP_165384173.1		class I SAM-dependent methyltransferase			EVS81_RS03760	1269	422	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	826144	826536	-							EVS81_RS03765	393		old_locus_tag=EVS81_03765
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	826144	826536	-	WP_130109202.1	WP_130109202.1		DUF4190 domain-containing protein			EVS81_RS03765	393	130	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	826667	827800	-					tsaD		EVS81_RS03770	1134		old_locus_tag=EVS81_03770
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	826667	827800	-	WP_130109203.1	WP_130109203.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		EVS81_RS03770	1134	377	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	827833	828285	-					rimI		EVS81_RS03775	453		old_locus_tag=EVS81_03775
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	827833	828285	-	WP_130111273.1	WP_130111273.1		ribosomal protein S18-alanine N-acetyltransferase	rimI		EVS81_RS03775	453	150	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	828555	829220	-					tsaB		EVS81_RS03780	666		old_locus_tag=EVS81_03780
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	828555	829220	-	WP_130109204.1	WP_130109204.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB		EVS81_RS03780	666	221	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	829196	829684	-					tsaE		EVS81_RS03785	489		old_locus_tag=EVS81_03785
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	829196	829684	-	WP_130111274.1	WP_130111274.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE		EVS81_RS03785	489	162	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	829723	830868	-					alr		EVS81_RS03790	1146		old_locus_tag=EVS81_03790
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	829723	830868	-	WP_130109205.1	WP_130109205.1		alanine racemase	alr		EVS81_RS03790	1146	381	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	830865	831302	-							EVS81_RS03795	438		old_locus_tag=EVS81_03795
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	830865	831302	-	WP_130109206.1	WP_130109206.1		holo-ACP synthase			EVS81_RS03795	438	145	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	831364	833214	-					glmS		EVS81_RS03800	1851		old_locus_tag=EVS81_03800
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	831364	833214	-	WP_130109207.1	WP_130109207.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		EVS81_RS03800	1851	616	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	833247	834299	+					coaA		EVS81_RS03805	1053		old_locus_tag=EVS81_03805
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	833247	834299	+	WP_130109208.1	WP_130109208.1		type I pantothenate kinase	coaA		EVS81_RS03805	1053	350	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	834423	835541	-							EVS81_RS03810	1119		old_locus_tag=EVS81_03810
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	834423	835541	-	WP_130109209.1	WP_130109209.1		class II histone deacetylase			EVS81_RS03810	1119	372	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	835628	837253	-							EVS81_RS03815	1626		old_locus_tag=EVS81_03815
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	835628	837253	-	WP_130109210.1	WP_130109210.1		amidohydrolase			EVS81_RS03815	1626	541	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	837339	838379	+							EVS81_RS03820	1041		old_locus_tag=EVS81_03820
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	837339	838379	+	WP_130109211.1	WP_130109211.1		LacI family transcriptional regulator			EVS81_RS03820	1041	346	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	838596	839570	+							EVS81_RS03825	975		old_locus_tag=EVS81_03825
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	838596	839570	+	WP_130109212.1	WP_130109212.1		sugar ABC transporter substrate-binding protein			EVS81_RS03825	975	324	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	839793	841283	+							EVS81_RS03830	1491		old_locus_tag=EVS81_03830
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	839793	841283	+	WP_130109213.1	WP_130109213.1		sugar ABC transporter ATP-binding protein			EVS81_RS03830	1491	496	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	841294	842334	+							EVS81_RS03835	1041		old_locus_tag=EVS81_03835
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	841294	842334	+	WP_130109214.1	WP_130109214.1		ABC transporter permease			EVS81_RS03835	1041	346	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	842407	843543	-							EVS81_RS03840	1137		old_locus_tag=EVS81_03840
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	842407	843543	-	WP_130109215.1	WP_130109215.1		alpha/beta fold hydrolase			EVS81_RS03840	1137	378	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	843585	844778	-							EVS81_RS03845	1194		old_locus_tag=EVS81_03845
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	843585	844778	-	WP_165384174.1	WP_165384174.1		FAD-dependent oxidoreductase			EVS81_RS03845	1194	397	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	844778	844984	-							EVS81_RS03850	207		old_locus_tag=EVS81_03850
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	844778	844984	-	WP_130109217.1	WP_130109217.1		ferredoxin			EVS81_RS03850	207	68	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	845040	846245	-							EVS81_RS03855	1206		old_locus_tag=EVS81_03855
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	845040	846245	-	WP_130109218.1	WP_130109218.1		amidohydrolase family protein			EVS81_RS03855	1206	401	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	846242	846826	-							EVS81_RS03860	585		old_locus_tag=EVS81_03860
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	846242	846826	-	WP_130109219.1	WP_130109219.1		amino acid synthesis family protein			EVS81_RS03860	585	194	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	846909	847691	-							EVS81_RS03865	783		old_locus_tag=EVS81_03865
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	846909	847691	-	WP_130109220.1	WP_130109220.1		SDR family NAD(P)-dependent oxidoreductase			EVS81_RS03865	783	260	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	847688	847966	-							EVS81_RS03870	279		old_locus_tag=EVS81_03870
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	847688	847966	-	WP_205879383.1	WP_205879383.1		hypothetical protein			EVS81_RS03870	279	92	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	847979	848503	-							EVS81_RS03875	525		old_locus_tag=EVS81_03875
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	847979	848503	-	WP_130109221.1	WP_130109221.1		3-phenylpropionate/cinnamic acid dioxygenase subunit beta			EVS81_RS03875	525	174	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	848507	848818	-							EVS81_RS03880	312		old_locus_tag=EVS81_03880
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	848507	848818	-	WP_130109222.1	WP_130109222.1		hypothetical protein			EVS81_RS03880	312	103	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	848921	850095	+							EVS81_RS03885	1175		old_locus_tag=EVS81_03885
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	848921	850095	+	WP_130109015.1	WP_130109015.1		IS3 family transposase			EVS81_RS03885	1176	391	ribosomal_slippage
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	850005	851171	-							EVS81_RS03890	1167		old_locus_tag=EVS81_03890
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	850005	851171	-	WP_130109223.1	WP_130109223.1		Rieske 2Fe-2S domain-containing protein			EVS81_RS03890	1167	388	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	851217	852242	-							EVS81_RS03895	1026		old_locus_tag=EVS81_03895
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	851217	852242	-	WP_130109224.1	WP_130109224.1		dihydrodipicolinate synthase family protein			EVS81_RS03895	1026	341	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	852305	853153	-							EVS81_RS03900	849		old_locus_tag=EVS81_03900
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	852305	853153	-	WP_130109225.1	WP_130109225.1		2,3-dihydroxyphenylpropionate 1,2-dioxygenase			EVS81_RS03900	849	282	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	853153	853404	-							EVS81_RS15750	252		
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	853153	853404	-	WP_165384175.1	WP_165384175.1		hypothetical protein			EVS81_RS15750	252	83	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	853981	854655	+							EVS81_RS03910	675		old_locus_tag=EVS81_03910
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	853981	854655	+	WP_130109227.1	WP_130109227.1		GntR family transcriptional regulator			EVS81_RS03910	675	224	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	854660	855589	-							EVS81_RS03915	930		old_locus_tag=EVS81_03915
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	854660	855589	-	WP_165384176.1	WP_165384176.1		LysR family transcriptional regulator			EVS81_RS03915	930	309	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	856124	857155	+					dctP		EVS81_RS03920	1032		old_locus_tag=EVS81_03920
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	856124	857155	+	WP_130109229.1	WP_130109229.1		TRAP transporter substrate-binding protein DctP	dctP		EVS81_RS03920	1032	343	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	857164	857670	+							EVS81_RS03925	507		old_locus_tag=EVS81_03925
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	857164	857670	+	WP_165384177.1	WP_165384177.1		TRAP transporter small permease			EVS81_RS03925	507	168	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	857667	858956	+							EVS81_RS03930	1290		old_locus_tag=EVS81_03930
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	857667	858956	+	WP_130109231.1	WP_130109231.1		TRAP transporter large permease			EVS81_RS03930	1290	429	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	858980	860641	+							EVS81_RS03935	1662		old_locus_tag=EVS81_03935
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	858980	860641	+	WP_165384178.1	WP_165384178.1		thiamine pyrophosphate-binding protein			EVS81_RS03935	1662	553	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	860665	861447	-							EVS81_RS03940	783		old_locus_tag=EVS81_03940
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	860665	861447	-	WP_130109233.1	WP_130109233.1		ABC transporter permease subunit			EVS81_RS03940	783	260	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	861444	862208	-							EVS81_RS03945	765		old_locus_tag=EVS81_03945
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	861444	862208	-	WP_165384179.1	WP_165384179.1		ABC transporter permease subunit			EVS81_RS03945	765	254	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	862205	863050	-							EVS81_RS03950	846		old_locus_tag=EVS81_03950
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	862205	863050	-	WP_165384180.1	WP_165384180.1		ABC transporter ATP-binding protein			EVS81_RS03950	846	281	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	863055	864035	-							EVS81_RS03955	981		old_locus_tag=EVS81_03955
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	863055	864035	-	WP_165384181.1	WP_165384181.1		ABC transporter substrate-binding protein			EVS81_RS03955	981	326	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	864312	865661	-					glmM		EVS81_RS03960	1350		old_locus_tag=EVS81_03960
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	864312	865661	-	WP_130109236.1	WP_130109236.1		phosphoglucosamine mutase	glmM		EVS81_RS03960	1350	449	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	865679	866158	-					rpsI		EVS81_RS03965	480		old_locus_tag=EVS81_03965
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	865679	866158	-	WP_130109237.1	WP_130109237.1		30S ribosomal protein S9	rpsI		EVS81_RS03965	480	159	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	866197	866643	-					rplM		EVS81_RS03970	447		old_locus_tag=EVS81_03970
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	866197	866643	-	WP_130109238.1	WP_130109238.1		50S ribosomal protein L13	rplM		EVS81_RS03970	447	148	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	866868	867773	-					truA		EVS81_RS03975	906		old_locus_tag=EVS81_03975
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	866868	867773	-	WP_240739955.1	WP_240739955.1		tRNA pseudouridine(38-40) synthase TruA	truA		EVS81_RS03975	906	301	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	867964	869931	+							EVS81_RS03980	1968		old_locus_tag=EVS81_03980
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	867964	869931	+	WP_130109239.1	WP_130109239.1		acetyltransferase			EVS81_RS03980	1968	655	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	870562	871077	-					rplQ		EVS81_RS03985	516		old_locus_tag=EVS81_03985
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	870562	871077	-	WP_130109240.1	WP_130109240.1		50S ribosomal protein L17	rplQ		EVS81_RS03985	516	171	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	871124	872110	-							EVS81_RS03990	987		old_locus_tag=EVS81_03990
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	871124	872110	-	WP_130109241.1	WP_130109241.1		DNA-directed RNA polymerase subunit alpha			EVS81_RS03990	987	328	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	872289	872687	-					rpsK		EVS81_RS03995	399		old_locus_tag=EVS81_03995
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	872289	872687	-	WP_017885301.1	WP_017885301.1		30S ribosomal protein S11	rpsK		EVS81_RS03995	399	132	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	872735	873103	-					rpsM		EVS81_RS04000	369		old_locus_tag=EVS81_04000
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	872735	873103	-	WP_017885302.1	WP_017885302.1		30S ribosomal protein S13	rpsM		EVS81_RS04000	369	122	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	873383	873499	-					rpmJ		EVS81_RS04005	117		old_locus_tag=EVS81_04005
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	873383	873499	-	WP_017885303.1	WP_017885303.1		50S ribosomal protein L36	rpmJ		EVS81_RS04005	117	38	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	873567	873788	-					infA		EVS81_RS04010	222		old_locus_tag=EVS81_04010
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	873567	873788	-	WP_017885304.1	WP_017885304.1		translation initiation factor IF-1	infA		EVS81_RS04010	222	73	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	873941	874723	-					map		EVS81_RS04015	783		old_locus_tag=EVS81_04015
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	873941	874723	-	WP_240740046.1	WP_240740046.1		type I methionyl aminopeptidase	map		EVS81_RS04015	783	260	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	874787	875398	-							EVS81_RS04020	612		old_locus_tag=EVS81_04020
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	874787	875398	-	WP_130109243.1	WP_130109243.1		adenylate kinase			EVS81_RS04020	612	203	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	875395	876720	-					secY		EVS81_RS04025	1326		old_locus_tag=EVS81_04025
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	875395	876720	-	WP_130109244.1	WP_130109244.1		preprotein translocase subunit SecY	secY		EVS81_RS04025	1326	441	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	877048	877509	-					rplO		EVS81_RS04030	462		old_locus_tag=EVS81_04030
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	877048	877509	-	WP_130109245.1	WP_130109245.1		50S ribosomal protein L15	rplO		EVS81_RS04030	462	153	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	877506	877694	-					rpmD		EVS81_RS04035	189		old_locus_tag=EVS81_04035
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	877506	877694	-	WP_130109246.1	WP_130109246.1		50S ribosomal protein L30	rpmD		EVS81_RS04035	189	62	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	877694	878398	-					rpsE		EVS81_RS04040	705		old_locus_tag=EVS81_04040
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	877694	878398	-	WP_130109247.1	WP_130109247.1		30S ribosomal protein S5	rpsE		EVS81_RS04040	705	234	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	878395	878769	-					rplR		EVS81_RS04045	375		old_locus_tag=EVS81_04045
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	878395	878769	-	WP_130109248.1	WP_130109248.1		50S ribosomal protein L18	rplR		EVS81_RS04045	375	124	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	878773	879309	-					rplF		EVS81_RS04050	537		old_locus_tag=EVS81_04050
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	878773	879309	-	WP_130109249.1	WP_130109249.1		50S ribosomal protein L6	rplF		EVS81_RS04050	537	178	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	879316	879714	-					rpsH		EVS81_RS04055	399		old_locus_tag=EVS81_04055
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	879316	879714	-	WP_130109250.1	WP_130109250.1		30S ribosomal protein S8	rpsH		EVS81_RS04055	399	132	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	879832	880392	-					rplE		EVS81_RS04060	561		old_locus_tag=EVS81_04060
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	879832	880392	-	WP_130109251.1	WP_130109251.1		50S ribosomal protein L5	rplE		EVS81_RS04060	561	186	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	880389	880754	-					rplX		EVS81_RS04065	366		old_locus_tag=EVS81_04065
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	880389	880754	-	WP_130109252.1	WP_130109252.1		50S ribosomal protein L24	rplX		EVS81_RS04065	366	121	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	880759	881127	-					rplN		EVS81_RS04070	369		old_locus_tag=EVS81_04070
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	880759	881127	-	WP_130109253.1	WP_130109253.1		50S ribosomal protein L14	rplN		EVS81_RS04070	369	122	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	881159	881434	-					rpsQ		EVS81_RS04075	276		old_locus_tag=EVS81_04075
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	881159	881434	-	WP_130109254.1	WP_130109254.1		30S ribosomal protein S17	rpsQ		EVS81_RS04075	276	91	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	881437	881751	-					rpmC		EVS81_RS04080	315		old_locus_tag=EVS81_04080
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	881437	881751	-	WP_130109255.1	WP_130109255.1		50S ribosomal protein L29	rpmC		EVS81_RS04080	315	104	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	881751	882170	-					rplP		EVS81_RS04085	420		old_locus_tag=EVS81_04085
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	881751	882170	-	WP_130109256.1	WP_130109256.1		50S ribosomal protein L16	rplP		EVS81_RS04085	420	139	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	882173	882931	-					rpsC		EVS81_RS04090	759		old_locus_tag=EVS81_04090
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	882173	882931	-	WP_024356779.1	WP_024356779.1		30S ribosomal protein S3	rpsC		EVS81_RS04090	759	252	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	882935	883315	-					rplV		EVS81_RS04095	381		old_locus_tag=EVS81_04095
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	882935	883315	-	WP_130109257.1	WP_130109257.1		50S ribosomal protein L22	rplV		EVS81_RS04095	381	126	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	883341	883622	-					rpsS		EVS81_RS04100	282		old_locus_tag=EVS81_04100
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	883341	883622	-	WP_105804995.1	WP_105804995.1		30S ribosomal protein S19	rpsS		EVS81_RS04100	282	93	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	883647	884483	-					rplB		EVS81_RS04105	837		old_locus_tag=EVS81_04105
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	883647	884483	-	WP_130109258.1	WP_130109258.1		50S ribosomal protein L2	rplB		EVS81_RS04105	837	278	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	884506	884805	-					rplW		EVS81_RS04110	300		old_locus_tag=EVS81_04110
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	884506	884805	-	WP_130109259.1	WP_130109259.1		50S ribosomal protein L23	rplW		EVS81_RS04110	300	99	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	884802	885470	-					rplD		EVS81_RS04115	669		old_locus_tag=EVS81_04115
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	884802	885470	-	WP_130109260.1	WP_130109260.1		50S ribosomal protein L4	rplD		EVS81_RS04115	669	222	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	885474	886127	-					rplC		EVS81_RS04120	654		old_locus_tag=EVS81_04120
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	885474	886127	-	WP_130109261.1	WP_130109261.1		50S ribosomal protein L3	rplC		EVS81_RS04120	654	217	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	886142	886450	-					rpsJ		EVS81_RS04125	309		old_locus_tag=EVS81_04125
