# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	770306	770818	-	WP_166322061.1	WP_166322061.1		6,7-dimethyl-8-ribityllumazine synthase	ribH		G7067_RS03660	513	170	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	770946	772208	-					ribA		G7067_RS03665	1263		old_locus_tag=G7067_03670
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	770946	772208	-	WP_166322063.1	WP_166322063.1		GTP cyclohydrolase II	ribA		G7067_RS03665	1263	420	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	772205	772891	-							G7067_RS03670	687		old_locus_tag=G7067_03675
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	772205	772891	-	WP_166322065.1	WP_166322065.1		riboflavin synthase			G7067_RS03670	687	228	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	772902	774094	-							G7067_RS14035	1193		pseudo
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	772902	774094	-				dihydrofolate reductase family protein			G7067_RS14035	1193		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	774371	775378	-					trpS		G7067_RS03685	1008		old_locus_tag=G7067_03690
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	774371	775378	-	WP_166322069.1	WP_166322069.1		tryptophan--tRNA ligase	trpS		G7067_RS03685	1008	335	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	775526	776383	-							G7067_RS03690	858		old_locus_tag=G7067_03695
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	775526	776383	-	WP_166322071.1	WP_166322071.1		exodeoxyribonuclease III			G7067_RS03690	858	285	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	776404	777282	-							G7067_RS03695	879		old_locus_tag=G7067_03700
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	776404	777282	-	WP_166322073.1	WP_166322073.1		exodeoxyribonuclease III			G7067_RS03695	879	292	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	777435	779042	-							G7067_RS03700	1608		old_locus_tag=G7067_03705
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	777435	779042	-	WP_166322075.1	WP_166322075.1		leucine-rich repeat domain-containing protein			G7067_RS03700	1608	535	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	779386	782022	+							G7067_RS03705	2637		old_locus_tag=G7067_03710
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	779386	782022	+	WP_166322077.1	WP_166322077.1		LuxR family transcriptional regulator			G7067_RS03705	2637	878	
gene	tRNA	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	782085	782174	+							G7067_RS03710	90		old_locus_tag=G7067_03715
tRNA		GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	782085	782174	+				tRNA-Ser			G7067_RS03710	90		anticodon=GCT
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	782687	783562	-							G7067_RS03715	876		old_locus_tag=G7067_03720
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	782687	783562	-	WP_166322079.1	WP_166322079.1		DUF1295 domain-containing protein			G7067_RS03715	876	291	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	783614	785479	-							G7067_RS03720	1866		old_locus_tag=G7067_03725
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	783614	785479	-	WP_166322081.1	WP_166322081.1		AMP-binding protein			G7067_RS03720	1866	621	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	785555	786919	-							G7067_RS03725	1365		old_locus_tag=G7067_03730
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	785555	786919	-	WP_166322083.1	WP_166322083.1		glutamate decarboxylase			G7067_RS03725	1365	454	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	786916	787176	-							G7067_RS03730	261		old_locus_tag=G7067_03735
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	786916	787176	-	WP_166322085.1	WP_166322085.1		hypothetical protein			G7067_RS03730	261	86	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	787181	787738	-							G7067_RS03735	558		old_locus_tag=G7067_03740
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	787181	787738	-	WP_166322087.1	WP_166322087.1		hypothetical protein			G7067_RS03735	558	185	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	787822	788787	-							G7067_RS03740	966		old_locus_tag=G7067_03745
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	787822	788787	-	WP_166322089.1	WP_166322089.1		DMT family transporter			G7067_RS03740	966	321	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	788819	789637	-							G7067_RS03745	819		old_locus_tag=G7067_03750
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	788819	789637	-	WP_166322091.1	WP_166322091.1		cytochrome c biogenesis CcdA family protein			G7067_RS03745	819	272	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	789645	790412	-							G7067_RS03750	768		old_locus_tag=G7067_03755
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	789645	790412	-	WP_166322093.1	WP_166322093.1		thioredoxin domain-containing protein			G7067_RS03750	768	255	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	790451	791128	+							G7067_RS03755	678		old_locus_tag=G7067_03760
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	790451	791128	+	WP_205881188.1	WP_205881188.1		GntR family transcriptional regulator			G7067_RS03755	678	225	
gene	tRNA	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	791215	791288	-							G7067_RS03760	74		old_locus_tag=G7067_03765
tRNA		GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	791215	791288	-				tRNA-Arg			G7067_RS03760	74		anticodon=ACG
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	791419	791991	+							G7067_RS03765	573		old_locus_tag=G7067_03770
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	791419	791991	+	WP_166322095.1	WP_166322095.1		adenine phosphoribosyltransferase			G7067_RS03765	573	190	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	792220	793977	+							G7067_RS03770	1758		old_locus_tag=G7067_03775
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	792220	793977	+	WP_166322097.1	WP_166322097.1		AMP-binding protein			G7067_RS03770	1758	585	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	794089	794346	-							G7067_RS13755	258		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	794089	794346	-	WP_205881189.1	WP_205881189.1		DUF1177 family protein			G7067_RS13755	258	85	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	794343	795023	-							G7067_RS03775	681		old_locus_tag=G7067_03780
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	794343	795023	-	WP_205881190.1	WP_205881190.1		DUF1177 family protein			G7067_RS03775	681	226	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	795101	795244	-							G7067_RS13760	144		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	795101	795244	-	WP_205881191.1	WP_205881191.1		hypothetical protein			G7067_RS13760	144	47	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	795226	796734	-							G7067_RS03780	1509		old_locus_tag=G7067_03785
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	795226	796734	-	WP_205881192.1	WP_205881192.1		OPT/YSL family transporter			G7067_RS03780	1509	502	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	796842	797414	+							G7067_RS03785	573		old_locus_tag=G7067_03790
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	796842	797414	+	WP_166322099.1	WP_166322099.1		helix-turn-helix domain-containing protein			G7067_RS03785	573	190	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	797327	797647	+							G7067_RS03790	321		old_locus_tag=G7067_03795
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	797327	797647	+	WP_244301324.1	WP_244301324.1		IclR family transcriptional regulator C-terminal domain-containing protein			G7067_RS03790	321	106	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	797629	798638	-							G7067_RS03795	1010		pseudo;old_locus_tag=G7067_03800
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	797629	798638	-				o-succinylbenzoate synthase			G7067_RS03795	1010		pseudo
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	798789	799720	+							G7067_RS03800	932		pseudo;old_locus_tag=G7067_03805
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	798789	799720	+				1,4-dihydroxy-2-naphthoyl-CoA synthase			G7067_RS03800	932		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	799931	803911	+							G7067_RS03805	3981		old_locus_tag=G7067_03810
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	799931	803911	+	WP_166322101.1	WP_166322101.1		DUF11 domain-containing protein			G7067_RS03805	3981	1326	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	804007	805257	+							G7067_RS03810	1251		old_locus_tag=G7067_03815
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	804007	805257	+	WP_244301234.1	WP_244301234.1		AMP-binding protein			G7067_RS03810	1251	416	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	805254	806213	+							G7067_RS03815	960		old_locus_tag=G7067_03820
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	805254	806213	+	WP_166322103.1	WP_166322103.1		1,4-dihydroxy-2-naphthoate polyprenyltransferase			G7067_RS03815	960	319	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	806729	808594	+							G7067_RS03820	1866		old_locus_tag=G7067_03825
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	806729	808594	+	WP_166322105.1	WP_166322105.1		ABC transporter ATP-binding protein/permease			G7067_RS03820	1866	621	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	808591	810410	+							G7067_RS03825	1820		pseudo;old_locus_tag=G7067_03830
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	808591	810410	+				ABC transporter ATP-binding protein/permease			G7067_RS03825	1820		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	810516	811943	-							G7067_RS03830	1428		old_locus_tag=G7067_03835
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	810516	811943	-	WP_166325728.1	WP_166325728.1		DHA2 family efflux MFS transporter permease subunit			G7067_RS03830	1428	475	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	811988	812611	-							G7067_RS03835	624		old_locus_tag=G7067_03840
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	811988	812611	-	WP_166322107.1	WP_166322107.1		PadR family transcriptional regulator			G7067_RS03835	624	207	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	812819	813955	-							G7067_RS03840	1137		old_locus_tag=G7067_03845
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	812819	813955	-	WP_166322109.1	WP_166322109.1		FAD-dependent oxidoreductase			G7067_RS03840	1137	378	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	813940	814338	-							G7067_RS03845	399		old_locus_tag=G7067_03850
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	813940	814338	-	WP_166322111.1	WP_166322111.1		DUF4229 domain-containing protein			G7067_RS03845	399	132	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	814432	814875	+							G7067_RS03850	444		old_locus_tag=G7067_03855
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	814432	814875	+	WP_166322113.1	WP_166322113.1		PLD nuclease N-terminal domain-containing protein			G7067_RS03850	444	147	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	814872	816710	+					menD		G7067_RS03855	1839		old_locus_tag=G7067_03860
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	814872	816710	+	WP_166322115.1	WP_166322115.1		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	menD		G7067_RS03855	1839	612	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	816917	818347	-							G7067_RS03860	1431		old_locus_tag=G7067_03865
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	816917	818347	-	WP_166322117.1	WP_166322117.1		MFS transporter			G7067_RS03860	1431	476	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	818487	819164	+							G7067_RS03865	678		old_locus_tag=G7067_03870
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	818487	819164	+	WP_166322119.1	WP_166322119.1		response regulator transcription factor			G7067_RS03865	678	225	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	819167	820678	+							G7067_RS03870	1512		old_locus_tag=G7067_03875
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	819167	820678	+	WP_166322121.1	WP_166322121.1		HAMP domain-containing histidine kinase			G7067_RS03870	1512	503	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	820690	820971	+							G7067_RS03875	282		old_locus_tag=G7067_03880
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	820690	820971	+	WP_166322123.1	WP_166322123.1		hypothetical protein			G7067_RS03875	282	93	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	820971	821707	+							G7067_RS03880	737		pseudo;old_locus_tag=G7067_03885
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	820971	821707	+				TAXI family TRAP transporter solute-binding subunit			G7067_RS03880	737		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	821763	823091	-							G7067_RS03890	1329		old_locus_tag=G7067_03895
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	821763	823091	-	WP_166322129.1	WP_166322129.1		isochorismate synthase			G7067_RS03890	1329	442	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	830020	830358	-					cas2e		G7067_RS03895	339		old_locus_tag=G7067_03900
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	830020	830358	-	WP_166322131.1	WP_166322131.1		type I-E CRISPR-associated endoribonuclease Cas2e	cas2e		G7067_RS03895	339	112	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	830358	831341	-					cas1e		G7067_RS03900	984		old_locus_tag=G7067_03905
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	830358	831341	-	WP_166322133.1	WP_166322133.1		type I-E CRISPR-associated endonuclease Cas1e	cas1e		G7067_RS03900	984	327	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	831350	832024	-					cas6e		G7067_RS03905	675		old_locus_tag=G7067_03910
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	831350	832024	-	WP_166322135.1	WP_166322135.1		type I-E CRISPR-associated protein Cas6/Cse3/CasE	cas6e		G7067_RS03905	675	224	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	832025	832792	-					cas5e		G7067_RS03910	768		old_locus_tag=G7067_03915
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	832025	832792	-	WP_166322137.1	WP_166322137.1		type I-E CRISPR-associated protein Cas5/CasD	cas5e		G7067_RS03910	768	255	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	832795	833931	-					cas7e		G7067_RS03915	1137		old_locus_tag=G7067_03920
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	832795	833931	-	WP_166322139.1	WP_166322139.1		type I-E CRISPR-associated protein Cas7/Cse4/CasC	cas7e		G7067_RS03915	1137	378	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	833962	834648	-					casB		G7067_RS03920	687		old_locus_tag=G7067_03925
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	833962	834648	-	WP_166322141.1	WP_166322141.1		type I-E CRISPR-associated protein Cse2/CasB	casB		G7067_RS03920	687	228	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	834645	836381	-					casA		G7067_RS03925	1737		old_locus_tag=G7067_03930
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	834645	836381	-	WP_166322143.1	WP_166322143.1		type I-E CRISPR-associated protein Cse1/CasA	casA		G7067_RS03925	1737	578	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	836378	839215	-					cas3		G7067_RS03930	2838		old_locus_tag=G7067_03935
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	836378	839215	-	WP_166322145.1	WP_166322145.1		CRISPR-associated helicase Cas3'	cas3		G7067_RS03930	2838	945	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	839446	839964	+							G7067_RS03935	519		old_locus_tag=G7067_03940
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	839446	839964	+	WP_166322147.1	WP_166322147.1		MGMT family protein			G7067_RS03935	519	172	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	839961	841013	+							G7067_RS03940	1053		old_locus_tag=G7067_03945
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	839961	841013	+	WP_166322149.1	WP_166322149.1		GIY-YIG nuclease family protein			G7067_RS03940	1053	350	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	840988	841356	+							G7067_RS03945	369		old_locus_tag=G7067_03950
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	840988	841356	+	WP_244301235.1	WP_244301235.1		FAD-dependent monooxygenase			G7067_RS03945	369	122	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	841528	841864	+							G7067_RS03950	337		pseudo;old_locus_tag=G7067_03955
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	841528	841864	+				DUF1016 N-terminal domain-containing protein			G7067_RS03950	337		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	842099	842239	+							G7067_RS03955	141		old_locus_tag=G7067_03960
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	842099	842239	+	WP_166322153.1	WP_166322153.1		hypothetical protein			G7067_RS03955	141	46	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	842261	842623	+							G7067_RS03960	363		old_locus_tag=G7067_03965
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	842261	842623	+	WP_166322155.1	WP_166322155.1		hypothetical protein			G7067_RS03960	363	120	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	842970	843260	+							G7067_RS03965	291		old_locus_tag=G7067_03970
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	842970	843260	+	WP_166322157.1	WP_166322157.1		ribbon-helix-helix protein, CopG family			G7067_RS03965	291	96	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	843257	845527	-							G7067_RS03970	2271		old_locus_tag=G7067_03975
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	843257	845527	-	WP_205881195.1	WP_205881195.1		HAD-IC family P-type ATPase			G7067_RS03970	2271	756	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	845914	846168	+							G7067_RS03975	255		old_locus_tag=G7067_03980
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	845914	846168	+	WP_166322159.1	WP_166322159.1		type II toxin-antitoxin system Phd/YefM family antitoxin			G7067_RS03975	255	84	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	846161	846559	+							G7067_RS03980	399		old_locus_tag=G7067_03985
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	846161	846559	+	WP_166322161.1	WP_166322161.1		type II toxin-antitoxin system VapC family toxin			G7067_RS03980	399	132	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	846563	847693	-							G7067_RS03985	1131		old_locus_tag=G7067_03990
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	846563	847693	-	WP_166322163.1	WP_166322163.1		mannose-1-phosphate guanylyltransferase			G7067_RS03985	1131	376	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	847892	848314	+					sdhC		G7067_RS03990	423		old_locus_tag=G7067_03995
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	847892	848314	+	WP_166322165.1	WP_166322165.1		succinate dehydrogenase, cytochrome b556 subunit	sdhC		G7067_RS03990	423	140	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	848333	848776	+							G7067_RS03995	444		old_locus_tag=G7067_04000
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	848333	848776	+	WP_166322167.1	WP_166322167.1		succinate dehydrogenase hydrophobic membrane anchor subunit			G7067_RS03995	444	147	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	848819	850651	+					sdhA		G7067_RS04000	1833		old_locus_tag=G7067_04005
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	848819	850651	+	WP_166322169.1	WP_166322169.1		succinate dehydrogenase flavoprotein subunit	sdhA		G7067_RS04000	1833	610	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	850654	851421	+							G7067_RS04005	768		old_locus_tag=G7067_04010
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	850654	851421	+	WP_166322171.1	WP_166322171.1		succinate dehydrogenase iron-sulfur subunit			G7067_RS04005	768	255	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	851469	852458	+							G7067_RS04010	990		old_locus_tag=G7067_04015
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	851469	852458	+	WP_166322173.1	WP_166322173.1		YihY/virulence factor BrkB family protein			G7067_RS04010	990	329	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	852455	853102	-							G7067_RS04015	648		old_locus_tag=G7067_04020
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	852455	853102	-	WP_244301236.1	WP_244301236.1		signal peptidase I			G7067_RS04015	648	215	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	853108	853887	-							G7067_RS04020	780		old_locus_tag=G7067_04025
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	853108	853887	-	WP_166322175.1	WP_166322175.1		hypothetical protein			G7067_RS04020	780	259	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	853889	855235	-							G7067_RS04025	1347		old_locus_tag=G7067_04030
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	853889	855235	-	WP_166322177.1	WP_166322177.1		ricin-type beta-trefoil lectin domain protein			G7067_RS04025	1347	448	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	855247	855840	-							G7067_RS04030	594		old_locus_tag=G7067_04035
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	855247	855840	-	WP_166322179.1	WP_166322179.1		hypothetical protein			G7067_RS04030	594	197	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	855956	856489	-							G7067_RS04035	534		old_locus_tag=G7067_04040
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	855956	856489	-	WP_166322181.1	WP_166322181.1		alternate-type signal peptide domain-containing protein			G7067_RS04035	534	177	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	856788	856949	-							G7067_RS14040	162		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	856788	856949	-	WP_244301325.1	WP_244301325.1		helix-turn-helix transcriptional regulator			G7067_RS14040	162	53	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	857384	859360	-							G7067_RS14045	1977		old_locus_tag=G7067_04050
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	857384	859360	-	WP_166322185.1	WP_166322185.1		hypothetical protein			G7067_RS14045	1977	658	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	859542	860846	+							G7067_RS04050	1305		old_locus_tag=G7067_04055
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	859542	860846	+	WP_166322187.1	WP_166322187.1		thymidine phosphorylase			G7067_RS04050	1305	434	
